scene,moteur,passe,rang,score,texte_min_1440x900_px,detail_1440x900_px,texte_min_1920x1080_px,texte_min_A4_pt,remplissage_blocs,remplissage_cartes,rapport_cadre,coudes,portes_geometriques,reglages
sequence-bout-en-bout,elk,1,,0.306,4.15,4.52,5.55,2.45,0.675,0.257,6.243,6,"rapport 6.243 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=30 nodeGap=24 placement=NETWORK_SIMPLEX rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.306,4.14,4.52,5.54,2.45,0.674,0.257,6.253,6,"rapport 6.253 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=30 nodeGap=24 placement=BRANDES_KOEPF rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.305,4.13,4.50,5.52,2.44,0.672,0.256,6.272,10,"rapport 6.272 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=30 nodeGap=24 placement=LINEAR_SEGMENTS rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.306,4.15,4.52,5.55,2.45,0.646,0.247,5.972,6,"rapport 5.972 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=30 nodeGap=48 placement=NETWORK_SIMPLEX rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.306,4.14,4.52,5.54,2.45,0.645,0.246,5.981,6,"rapport 5.981 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=30 nodeGap=48 placement=BRANDES_KOEPF rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.305,4.13,4.50,5.52,2.44,0.643,0.245,5.999,10,"rapport 5.999 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=30 nodeGap=48 placement=LINEAR_SEGMENTS rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.305,4.13,4.50,5.52,2.44,0.672,0.256,6.272,6,"rapport 6.272 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=60 nodeGap=24 placement=NETWORK_SIMPLEX rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.304,4.12,4.50,5.51,2.44,0.671,0.256,6.281,6,"rapport 6.281 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=60 nodeGap=24 placement=BRANDES_KOEPF rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.305,4.13,4.50,5.52,2.44,0.672,0.256,6.272,10,"rapport 6.272 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=60 nodeGap=24 placement=LINEAR_SEGMENTS rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.305,4.13,4.50,5.52,2.44,0.643,0.245,5.999,6,"rapport 5.999 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=60 nodeGap=48 placement=NETWORK_SIMPLEX rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.304,4.12,4.50,5.51,2.44,0.642,0.245,6.008,6,"rapport 6.008 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=60 nodeGap=48 placement=BRANDES_KOEPF rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.305,4.13,4.50,5.52,2.44,0.643,0.245,5.999,10,"rapport 5.999 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=60 nodeGap=48 placement=LINEAR_SEGMENTS rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.300,4.05,4.42,5.42,2.40,0.660,0.252,6.385,6,"rapport 6.385 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=120 nodeGap=24 placement=NETWORK_SIMPLEX rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.300,4.05,4.42,5.42,2.40,0.660,0.252,6.385,6,"rapport 6.385 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=120 nodeGap=24 placement=BRANDES_KOEPF rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.300,4.05,4.42,5.42,2.40,0.660,0.252,6.385,10,"rapport 6.385 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=120 nodeGap=24 placement=LINEAR_SEGMENTS rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.300,4.05,4.42,5.42,2.40,0.632,0.241,6.108,6,"rapport 6.108 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=120 nodeGap=48 placement=NETWORK_SIMPLEX rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.300,4.05,4.42,5.42,2.40,0.632,0.241,6.108,6,"rapport 6.108 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=120 nodeGap=48 placement=BRANDES_KOEPF rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.300,4.05,4.42,5.42,2.40,0.632,0.241,6.108,10,"rapport 6.108 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=120 nodeGap=48 placement=LINEAR_SEGMENTS rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.291,3.94,4.30,5.27,2.33,0.641,0.245,6.575,6,"rapport 6.575 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=220 nodeGap=24 placement=NETWORK_SIMPLEX rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.291,3.94,4.30,5.27,2.33,0.641,0.245,6.575,6,"rapport 6.575 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=220 nodeGap=24 placement=BRANDES_KOEPF rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.291,3.94,4.30,5.27,2.33,0.641,0.245,6.575,10,"rapport 6.575 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=220 nodeGap=24 placement=LINEAR_SEGMENTS rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.291,3.94,4.30,5.27,2.33,0.613,0.234,6.289,6,"rapport 6.289 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=220 nodeGap=48 placement=NETWORK_SIMPLEX rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.291,3.94,4.30,5.27,2.33,0.613,0.234,6.289,6,"rapport 6.289 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=220 nodeGap=48 placement=BRANDES_KOEPF rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.291,3.94,4.30,5.27,2.33,0.613,0.234,6.289,10,"rapport 6.289 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=COFFMAN_GRAHAM layerGap=220 nodeGap=48 placement=LINEAR_SEGMENTS rootPadding=12 layerBound=3"
sequence-bout-en-bout,elk,1,,0.304,4.11,4.48,5.50,2.43,0.669,0.255,6.300,8,"rapport 6.300 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=30 nodeGap=24 placement=NETWORK_SIMPLEX rootPadding=12"
sequence-bout-en-bout,elk,1,,0.304,4.12,4.50,5.51,2.44,0.671,0.256,6.281,6,"rapport 6.281 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=30 nodeGap=24 placement=BRANDES_KOEPF rootPadding=12"
sequence-bout-en-bout,elk,1,,0.302,4.09,4.46,5.47,2.42,0.666,0.254,6.329,12,"rapport 6.329 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=30 nodeGap=24 placement=LINEAR_SEGMENTS rootPadding=12"
sequence-bout-en-bout,elk,1,,0.304,4.11,4.48,5.50,2.43,0.640,0.244,6.026,8,"rapport 6.026 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=30 nodeGap=48 placement=NETWORK_SIMPLEX rootPadding=12"
sequence-bout-en-bout,elk,1,,0.304,4.12,4.50,5.51,2.44,0.642,0.245,6.008,6,"rapport 6.008 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=30 nodeGap=48 placement=BRANDES_KOEPF rootPadding=12"
sequence-bout-en-bout,elk,1,,0.302,4.09,4.46,5.47,2.42,0.637,0.243,6.053,12,"rapport 6.053 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=30 nodeGap=48 placement=LINEAR_SEGMENTS rootPadding=12"
sequence-bout-en-bout,elk,1,,0.302,4.09,4.46,5.47,2.42,0.666,0.254,6.329,8,"rapport 6.329 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=60 nodeGap=24 placement=NETWORK_SIMPLEX rootPadding=12"
sequence-bout-en-bout,elk,1,,0.302,4.08,4.46,5.46,2.41,0.665,0.254,6.338,6,"rapport 6.338 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=60 nodeGap=24 placement=BRANDES_KOEPF rootPadding=12"
sequence-bout-en-bout,elk,1,,0.302,4.09,4.46,5.47,2.42,0.666,0.254,6.329,12,"rapport 6.329 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=60 nodeGap=24 placement=LINEAR_SEGMENTS rootPadding=12"
sequence-bout-en-bout,elk,1,,0.302,4.09,4.46,5.47,2.42,0.637,0.243,6.053,8,"rapport 6.053 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=60 nodeGap=48 placement=NETWORK_SIMPLEX rootPadding=12"
sequence-bout-en-bout,elk,1,,0.302,4.08,4.46,5.46,2.41,0.636,0.243,6.063,6,"rapport 6.063 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=60 nodeGap=48 placement=BRANDES_KOEPF rootPadding=12"
sequence-bout-en-bout,elk,1,,0.302,4.09,4.46,5.47,2.42,0.637,0.243,6.053,12,"rapport 6.053 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=60 nodeGap=48 placement=LINEAR_SEGMENTS rootPadding=12"
sequence-bout-en-bout,elk,1,,0.294,3.98,4.35,5.33,2.35,0.648,0.247,6.499,8,"rapport 6.499 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=120 nodeGap=24 placement=NETWORK_SIMPLEX rootPadding=12"
sequence-bout-en-bout,elk,1,,0.294,3.98,4.35,5.33,2.35,0.648,0.247,6.499,6,"rapport 6.499 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=120 nodeGap=24 placement=BRANDES_KOEPF rootPadding=12"
sequence-bout-en-bout,elk,1,,0.294,3.98,4.35,5.33,2.35,0.648,0.247,6.499,12,"rapport 6.499 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=120 nodeGap=24 placement=LINEAR_SEGMENTS rootPadding=12"
sequence-bout-en-bout,elk,1,,0.294,3.98,4.35,5.33,2.35,0.621,0.237,6.216,8,"rapport 6.216 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=120 nodeGap=48 placement=NETWORK_SIMPLEX rootPadding=12"
sequence-bout-en-bout,elk,1,,0.294,3.98,4.35,5.33,2.35,0.621,0.237,6.216,6,"rapport 6.216 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=120 nodeGap=48 placement=BRANDES_KOEPF rootPadding=12"
sequence-bout-en-bout,elk,1,,0.294,3.98,4.35,5.33,2.35,0.621,0.237,6.216,12,"rapport 6.216 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=120 nodeGap=48 placement=LINEAR_SEGMENTS rootPadding=12"
sequence-bout-en-bout,elk,1,,0.282,3.82,4.16,5.11,2.26,0.621,0.237,6.783,8,"rapport 6.783 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=220 nodeGap=24 placement=NETWORK_SIMPLEX rootPadding=12"
sequence-bout-en-bout,elk,1,,0.282,3.82,4.16,5.11,2.26,0.621,0.237,6.783,6,"rapport 6.783 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=220 nodeGap=24 placement=BRANDES_KOEPF rootPadding=12"
sequence-bout-en-bout,elk,1,,0.282,3.82,4.16,5.11,2.26,0.621,0.237,6.783,12,"rapport 6.783 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=220 nodeGap=24 placement=LINEAR_SEGMENTS rootPadding=12"
sequence-bout-en-bout,elk,1,,0.282,3.82,4.16,5.11,2.26,0.595,0.227,6.488,8,"rapport 6.488 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=220 nodeGap=48 placement=NETWORK_SIMPLEX rootPadding=12"
sequence-bout-en-bout,elk,1,,0.282,3.82,4.16,5.11,2.26,0.595,0.227,6.488,6,"rapport 6.488 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=220 nodeGap=48 placement=BRANDES_KOEPF rootPadding=12"
sequence-bout-en-bout,elk,1,,0.282,3.82,4.16,5.11,2.26,0.595,0.227,6.488,12,"rapport 6.488 hors de [4:3 ; 16:9]","mode=include direction=RIGHT layering=MIN_WIDTH layerGap=220 nodeGap=48 placement=LINEAR_SEGMENTS rootPadding=12"
sequence-bout-en-bout,elk,1,,0.400,4.80,5.24,6.00,3.57,0.698,0.311,0.630,18,"rapport 0.630 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=OFF layerGap=30 rootLayerGap=30 nodeGap=24 rootPadding=12"
sequence-bout-en-bout,elk,1,,0.400,4.80,5.24,6.00,3.57,0.685,0.303,0.646,18,"rapport 0.646 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=OFF layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12"
sequence-bout-en-bout,elk,1,,0.390,4.68,5.11,5.84,3.48,0.680,0.303,0.614,18,"rapport 0.614 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=OFF layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12"
sequence-bout-en-bout,elk,1,,0.390,4.68,5.11,5.84,3.48,0.667,0.295,0.629,18,"rapport 0.629 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=OFF layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12"
sequence-bout-en-bout,elk,1,,0.355,4.26,4.65,5.32,3.16,0.704,0.275,0.558,18,"rapport 0.558 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=OFF layerGap=60 rootLayerGap=30 nodeGap=24 rootPadding=12"
sequence-bout-en-bout,elk,1,,0.355,4.26,4.65,5.32,3.16,0.691,0.269,0.572,18,"rapport 0.572 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=OFF layerGap=60 rootLayerGap=30 nodeGap=48 rootPadding=12"
sequence-bout-en-bout,elk,1,,0.347,4.16,4.54,5.20,3.09,0.688,0.269,0.545,18,"rapport 0.545 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=OFF layerGap=60 rootLayerGap=90 nodeGap=24 rootPadding=12"
sequence-bout-en-bout,elk,1,,0.347,4.16,4.54,5.20,3.09,0.675,0.263,0.559,18,"rapport 0.559 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=OFF layerGap=60 rootLayerGap=90 nodeGap=48 rootPadding=12"
sequence-bout-en-bout,elk,1,,0.285,3.43,3.74,4.28,2.54,0.711,0.222,0.448,18,"rapport 0.448 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=OFF layerGap=120 rootLayerGap=30 nodeGap=24 rootPadding=12"
sequence-bout-en-bout,elk,1,,0.285,3.43,3.74,4.28,2.54,0.697,0.216,0.459,18,"rapport 0.459 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=OFF layerGap=120 rootLayerGap=30 nodeGap=48 rootPadding=12"
sequence-bout-en-bout,elk,1,,0.280,3.36,3.67,4.20,2.50,0.698,0.217,0.440,18,"rapport 0.440 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=OFF layerGap=120 rootLayerGap=90 nodeGap=24 rootPadding=12"
sequence-bout-en-bout,elk,1,,0.280,3.36,3.67,4.20,2.50,0.685,0.212,0.451,18,"rapport 0.451 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=OFF layerGap=120 rootLayerGap=90 nodeGap=48 rootPadding=12"
sequence-bout-en-bout,elk,1,,0.428,5.13,5.60,6.41,3.81,0.656,0.202,1.111,22,"rapport 1.111 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=24 rootPadding=12 innerRatio=1"
sequence-bout-en-bout,elk,1,,0.428,5.13,5.60,6.41,3.81,0.649,0.199,1.128,22,"rapport 1.128 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=1"
sequence-bout-en-bout,elk,1,,0.416,4.99,5.45,6.23,3.71,0.639,0.197,1.081,22,"rapport 1.081 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=1"
sequence-bout-en-bout,elk,1,,0.416,4.99,5.45,6.23,3.71,0.632,0.194,1.097,22,"rapport 1.097 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=1"
sequence-bout-en-bout,elk,1,,0.383,4.60,5.02,5.74,3.42,0.667,0.181,0.996,22,"rapport 0.996 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=60 rootLayerGap=30 nodeGap=24 rootPadding=12 innerRatio=1"
sequence-bout-en-bout,elk,1,,0.383,4.60,5.02,5.74,3.42,0.660,0.178,1.011,22,"rapport 1.011 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=60 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=1"
sequence-bout-en-bout,elk,1,,0.374,4.49,4.90,5.60,3.33,0.651,0.177,0.971,22,"rapport 0.971 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=60 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=1"
sequence-bout-en-bout,elk,1,,0.374,4.49,4.90,5.60,3.33,0.644,0.174,0.986,22,"rapport 0.986 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=60 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=1"
sequence-bout-en-bout,elk,1,,0.366,4.40,4.80,5.49,3.27,0.613,0.125,1.321,30,"rapport 1.321 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=120 rootLayerGap=30 nodeGap=24 rootPadding=12 innerRatio=1"
sequence-bout-en-bout,elk,1,155,0.366,4.40,4.80,5.49,3.27,0.608,0.124,1.335,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=120 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=1"
sequence-bout-en-bout,elk,1,,0.358,4.29,4.68,5.36,3.19,0.598,0.122,1.290,30,"rapport 1.290 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=120 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=1"
sequence-bout-en-bout,elk,1,,0.358,4.29,4.68,5.36,3.19,0.594,0.121,1.304,30,"rapport 1.304 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=120 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=1"
sequence-bout-en-bout,elk,1,,0.460,5.94,6.49,7.42,3.68,0.592,0.169,1.790,30,"rapport 1.790 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=24 rootPadding=12 innerRatio=2"
sequence-bout-en-bout,elk,1,,0.455,5.94,6.49,7.42,3.64,0.588,0.167,1.810,30,"rapport 1.810 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=2"
sequence-bout-en-bout,elk,1,102,0.460,5.76,6.28,7.19,3.68,0.574,0.164,1.733,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2"
sequence-bout-en-bout,elk,1,120,0.455,5.76,6.28,7.19,3.64,0.570,0.162,1.752,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=2"
sequence-bout-en-bout,elk,1,145,0.447,5.36,5.85,6.69,3.69,0.469,0.153,1.607,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=60 rootLayerGap=30 nodeGap=24 rootPadding=12 innerRatio=2"
sequence-bout-en-bout,elk,1,146,0.447,5.36,5.85,6.69,3.65,0.466,0.151,1.625,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=60 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=2"
sequence-bout-en-bout,elk,1,147,0.434,5.21,5.68,6.50,3.69,0.455,0.148,1.561,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=60 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2"
sequence-bout-en-bout,elk,1,148,0.434,5.21,5.68,6.50,3.65,0.453,0.147,1.578,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=60 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=2"
sequence-bout-en-bout,elk,1,,0.366,4.40,4.80,5.49,3.27,0.492,0.125,1.316,30,"rapport 1.316 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=120 rootLayerGap=30 nodeGap=24 rootPadding=12 innerRatio=2"
sequence-bout-en-bout,elk,1,,0.366,4.40,4.80,5.49,3.27,0.489,0.124,1.331,30,"rapport 1.331 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=120 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=2"
sequence-bout-en-bout,elk,1,,0.358,4.29,4.68,5.36,3.19,0.481,0.122,1.285,30,"rapport 1.285 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=120 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2"
sequence-bout-en-bout,elk,1,,0.358,4.29,4.68,5.36,3.19,0.478,0.121,1.300,30,"rapport 1.300 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=120 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=2"
sequence-bout-en-bout,elk,1,,0.461,5.94,6.49,7.42,3.69,0.450,0.169,1.784,30,"rapport 1.784 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=24 rootPadding=12 innerRatio=3"
sequence-bout-en-bout,elk,1,,0.456,5.94,6.49,7.42,3.65,0.447,0.168,1.804,30,"rapport 1.804 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=3"
sequence-bout-en-bout,elk,1,93,0.461,5.76,6.28,7.19,3.69,0.436,0.164,1.728,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=3"
sequence-bout-en-bout,elk,1,111,0.456,5.76,6.28,7.19,3.65,0.433,0.162,1.747,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3"
sequence-bout-en-bout,elk,1,,0.361,4.88,5.32,6.53,2.88,0.548,0.119,2.059,38,"rapport 2.059 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=60 rootLayerGap=30 nodeGap=24 rootPadding=12 innerRatio=3"
sequence-bout-en-bout,elk,1,,0.358,4.84,5.28,6.47,2.86,0.545,0.118,2.077,38,"rapport 2.077 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=60 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=3"
sequence-bout-en-bout,elk,1,,0.361,4.88,5.32,6.50,2.88,0.532,0.116,2.000,38,"rapport 2.000 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=60 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=3"
sequence-bout-en-bout,elk,1,,0.358,4.84,5.28,6.47,2.86,0.530,0.115,2.018,38,"rapport 2.018 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=60 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3"
sequence-bout-en-bout,elk,1,156,0.361,4.40,4.80,5.49,2.88,0.470,0.098,1.687,38,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=120 rootLayerGap=30 nodeGap=24 rootPadding=12 innerRatio=3"
sequence-bout-en-bout,elk,1,158,0.358,4.40,4.80,5.49,2.86,0.468,0.097,1.701,38,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=120 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=3"
sequence-bout-en-bout,elk,1,157,0.358,4.29,4.68,5.36,2.88,0.459,0.096,1.647,38,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=120 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=3"
sequence-bout-en-bout,elk,1,159,0.358,4.29,4.68,5.36,2.86,0.457,0.095,1.661,38,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=120 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3"
