slug	name	priorityRank	graph_version	v23	zones_geo	lots_geo	signaux	citations_pct	focus30
westmount	Westmount	1	2.3	1	159	5040	4	100	1
saint-lambert	Saint-Lambert	2	2.3	1	0	5472	0	0	1
hampstead	Hampstead	3	2.3	1	0	1866	4	100	1
mont-royal	Mont-Royal	4	2.3	1	0	5795	6	100	1
montreal-ouest	Montréal-Ouest	5	2.3	1	0	1601	1	0	1
cote-saint-luc	Côte-Saint-Luc	6	2.3	1	0	4945	1	0	1
longueuil	Longueuil	7	2.3	1	6305	67010	4	100	1
brossard	Brossard	8	none	0	0	24823	nd	nd	1
sainte-catherine	Sainte-Catherine	9	2.3	1	0	5754	16	94	1
la-prairie	La Prairie	10	2.3	1	0	9468	14	100	1
delson	Delson	11	2.3	1	0	3330	17	100	1
candiac	Candiac	12	2.3	1	0	7725	8	12	1
montreal-est	Montréal-Est	13	2.3	1	0	1678	5	100	1
boucherville	Boucherville	14	2.3	1	0	16269	9	78	1
dorval	Dorval	15	2.3	1	0	6245	13	54	1
lile-dorval	L'Île-Dorval	16	none	0	0	27261	nd	nd	1
saint-constant	Saint-Constant	17	2.2	0	0	11622	19	0	1
saint-bruno-de-montarville	Saint-Bruno-de-Montarville	18	2.3	1	0	10261	13	100	1
carignan	Carignan	19	2.3	1	0	6654	17	35	1
dollard-des-ormeaux	Dollard-Des Ormeaux	20	2.3	1	0	12563	3	100	1
pointe-claire	Pointe-Claire	21	2.3	1	0	10815	29	100	1
saint-philippe	Saint-Philippe	22	2.2	0	0	5202	9	0	1
saint-mathieu	Saint-Mathieu	23	2.3	1	0	1444	12	92	1
chateauguay	Châteauguay	24	2.3	1	0	18765	9	100	1
sainte-julie	Sainte-Julie	25	2.3	1	0	10772	10	100	1
saint-basile-le-grand	Saint-Basile-le-Grand	26	2.3	1	0	10312	6	100	1
chambly	Chambly	27	2.3	1	0	12027	2	100	1
rosemere	Rosemère	28	2.3	1	117	5767	11	64	1
varennes	Varennes	29	2.3	1	0	8287	8	100	1
kirkland	Kirkland	30	none	0	0	6878	nd	nd	1
bois-des-filion	Bois-des-Filion	31	2.3	1	0	3611	11	18	0
saint-isidore-roussillon	Saint-Isidore	32	2.3	1	0	0	0	0	0
beaconsfield	Beaconsfield	33	2.3	1	0	7111	16	0	0
lorraine	Lorraine	34	2.3	1	0	3834	13	69	0
lery	Léry	35	2.3	1	0	1771	28	36	0
mercier	Mercier	36	2.3	1	0	nd	11	100	0
charlemagne	Charlemagne	37	2.3	1	nd	nd	17	94	0
boisbriand	Boisbriand	38	2.3	1	0	9969	16	50	0
deux-montagnes	Deux-Montagnes	39	2.3	1	0	6429	11	100	0
mcmasterville	McMasterville	40	2.3	1	0	nd	14	64	0
sainte-therese	Sainte-Thérèse	41	2.3	1	nd	nd	8	100	0
saint-mathias-sur-richelieu	Saint-Mathias-sur-Richelieu	42	2.3	1	nd	nd	8	100	0
saint-mathieu-de-beloeil	Saint-Mathieu-de-Beloeil	43	2.3	1	0	nd	22	27	0
saint-amable	Saint-Amable	44	2.3	1	nd	nd	15	100	0
terrebonne	Terrebonne	45	2.3	1	0	nd	0	0	0
saint-remi	Saint-Rémi	46	2.3	1	0	nd	8	62	0
otterburn-park	Otterburn Park	47	2.3	1	nd	nd	9	100	0
saint-jacques-le-mineur	Saint-Jacques-le-Mineur	48	2.3	1	0	nd	9	44	0
richelieu	Richelieu	49	2.3	1	0	nd	16	100	0
beloeil	Beloeil	50	2.3	1	0	9009	10	50	0
baie-durfe	Baie-D'Urfé	51	2.3	1	0	1730	3	100	0
sainte-marthe-sur-le-lac	Sainte-Marthe-sur-le-Lac	52	2.2	0	0	nd	32	0	0
saint-jean-sur-richelieu	Saint-Jean-sur-Richelieu	53	2.3	1	0	nd	39	0	0
mascouche	Mascouche	54	2.3	1	0	nd	9	44	0
saint-eustache	Saint-Eustache	55	2.3	1	0	nd	221	51	0
notre-dame-de-lile-perrot	Notre-Dame-de-l'Île-Perrot	56	2.3	1	0	nd	0	0	0
repentigny	Repentigny	57	2.3	1	nd	nd	5	80	0
saint-edouard	Saint-Édouard	58	2.3	1	0	nd	0	0	0
sainte-anne-de-bellevue	Sainte-Anne-de-Bellevue	59	2.3	1	0	nd	2	100	0
saint-michel	Saint-Michel	60	2.2	0	nd	nd	24	0	0
blainville	Blainville	61	2.3	1	0	20962	9	100	0
pointe-calumet	Pointe-Calumet	62	2.3	1	0	nd	6	100	0
mont-saint-hilaire	Mont-Saint-Hilaire	63	2.3	1	nd	nd	8	100	0
senneville	Senneville	64	2.3	1	0	nd	1	0	0
marieville	Marieville	65	none	0	0	nd	nd	nd	0
lile-perrot	L'Île-Perrot	66	2.3	1	0	3977	23	65	0
vercheres	Verchères	67	2.3	1	0	nd	5	100	0
saint-marc-sur-richelieu	Saint-Marc-sur-Richelieu	68	2.3	1	0	nd	3	100	0
sainte-martine	Sainte-Martine	69	2.2	0	0	nd	46	0	0
beauharnois	Beauharnois	70	2.3	1	0	6003	0	0	0
sainte-anne-des-plaines	Sainte-Anne-des-Plaines	71	2.3	1	0	nd	15	100	0
saint-urbain-premier	Saint-Urbain-Premier	72	2.3	1	0	nd	14	21	0
terrasse-vaudreuil	Terrasse-Vaudreuil	73	2.3	1	0	nd	6	83	0
saint-joseph-du-lac	Saint-Joseph-du-Lac	74	2.3	1	0	nd	22	100	0
saint-jean-baptiste	Saint-Jean-Baptiste	75	2.3	1	nd	nd	14	93	0
pincourt	Pincourt	76	2.3	1	0	nd	11	91	0
calixa-lavallee	Calixa-Lavallée	77	2.3	1	0	509	7	29	0
lile-cadieux	L'Île-Cadieux	78	2.3	1	0	17196	0	0	0
pointe-des-cascades	Pointe-des-Cascades	79	2.3	1	0	nd	12	50	0
saint-charles-sur-richelieu	Saint-Charles-sur-Richelieu	80	2.3	1	nd	nd	8	100	0
napierville	Napierville	81	2.3	1	0	nd	0	0	0
vaudreuil-sur-le-lac	Vaudreuil-sur-le-Lac	82	2.3	1	0	nd	2	100	0
saint-blaise-sur-richelieu	Saint-Blaise-sur-Richelieu	83	2.3	1	0	nd	14	29	0
mont-saint-gregoire	Mont-Saint-Grégoire	84	2.3	1	0	nd	0	0	0
sainte-madeleine	Sainte-Madeleine	85	2.3	1	nd	nd	0	0	0
saint-cyprien-de-napierville	Saint-Cyprien-de-Napierville	86	2.3	1	0	nd	0	0	0
saint-patrice-de-sherrington	Saint-Patrice-de-Sherrington	87	2.3	1	0	nd	8	0	0
saint-roch-de-lachigan	Saint-Roch-de-l'Achigan	88	2.2	0	0	nd	9	0	0
sainte-angele-de-monnoir	Sainte-Angèle-de-Monnoir	89	2.3	1	0	nd	13	31	0
lepiphanie	L'Épiphanie	90	2.3	1	0	4493	0	0	0
oka	Oka	91	2.3	1	0	nd	0	0	0
sainte-marie-madeleine	Sainte-Marie-Madeleine	92	2.3	1	nd	nd	0	0	0
saint-etienne-de-beauharnois	Saint-Étienne-de-Beauharnois	93	2.3	1	0	nd	0	0	0
sainte-clotilde	Sainte-Clotilde	94	2.2	0	0	nd	23	0	0
vaudreuil-dorion	Vaudreuil-Dorion	95	2.2	0	0	nd	54	0	0
rougemont	Rougemont	96	2.3	1	0	nd	0	0	0
saint-roch-ouest	Saint-Roch-Ouest	97	2.3	1	0	nd	0	0	0
saint-sulpice	Saint-Sulpice	98	2.3	1	nd	nd	0	0	0
lassomption	L'Assomption	99	2.3	1	nd	9390	7	0	0
howick	Howick	100	2.3	1	0	394	4	100	0
mirabel	Mirabel	101	2.3	1	0	nd	13	85	0
sainte-anne-de-sabrevois	Sainte-Anne-de-Sabrevois	102	2.3	1	0	nd	0	0	0
saint-lin-laurentides	Saint-Lin-Laurentides	103	2.2	0	nd	nd	12	0	0
saint-damase-les-maskoutains	Saint-Damase	104	2.3	1	0	0	2	100	0
saint-antoine-sur-richelieu	Saint-Antoine-sur-Richelieu	105	2.3	1	nd	nd	0	0	0
saint-denis-sur-richelieu	Saint-Denis-sur-Richelieu	106	2.3	1	nd	nd	7	100	0
tres-saint-sacrement	Très-Saint-Sacrement	107	2.3	1	0	nd	0	0	0
la-presentation	La Présentation	108	2.3	1	nd	1758	0	0	0
sainte-brigide-diberville	Sainte-Brigide-d'Iberville	109	2.2	0	0	nd	3	0	0
les-cedres	Les Cèdres	110	2.3	1	0	3003	10	10	0
saint-esprit	Saint-Esprit	111	2.2	0	0	nd	26	0	0
saint-valentin	Saint-Valentin	112	2.2	0	0	nd	5	0	0
sainte-sophie	Sainte-Sophie	113	2.2	0	0	nd	23	0	0
hudson	Hudson	114	2.3	1	0	3331	8	100	0
saint-alexandre	Saint-Alexandre	115	2.2	0	0	nd	27	0	0
saint-chrysostome	Saint-Chrysostome	116	2.3	1	0	nd	1	0	0
hemmingford-les-jardins-de-napierville	Hemmingford	117	2.3	1	0	0	5	40	0
saint-cesaire	Saint-Césaire	118	2.2	0	0	nd	19	0	0
saint-paul-de-lile-aux-noix	Saint-Paul-de-l'Île-aux-Noix	119	2.2	0	0	nd	4	0	0
saint-louis-de-gonzague-beauharnois-salaberry	Saint-Louis-de-Gonzague	120	2.3	1	0	0	6	100	0
salaberry-de-valleyfield	Salaberry-de-Valleyfield	121	2.3	1	nd	nd	13	100	0
saint-lazare	Saint-Lazare	122	2.3	1	nd	nd	0	0	0
saint-bernard-de-lacolle	Saint-Bernard-de-Lacolle	123	2.3	1	nd	nd	0	0	0
saint-alexis	Saint-Alexis	124	2.3	1	nd	nd	4	25	0
sainte-marie-salome	Sainte-Marie-Salomé	125	2.3	1	0	nd	3	67	0
lavaltrie	Lavaltrie	126	2.3	1	0	7190	9	100	0
contrecoeur	Contrecoeur	127	2.3	1	nd	4654	12	50	0
henryville	Henryville	128	2.3	1	0	1196	2	100	0
saint-jerome	Saint-Jérôme	129	2.3	1	0	nd	13	100	0
saint-placide	Saint-Placide	130	2.3	1	0	nd	0	0	0
saint-jacques	Saint-Jacques	131	2.3	1	0	nd	2	0	0
hemmingford-les-jardins-de-napierville-2	Hemmingford	132	2.3	1	0	0	6	100	0
saint-colomban	Saint-Colomban	133	2.3	1	0	nd	12	50	0
saint-hyacinthe	Saint-Hyacinthe	134	2.2	0	nd	nd	29	0	0
lacolle	Lacolle	135	2.3	1	0	1812	0	0	0
saint-sebastien-le-haut-richelieu	Saint-Sébastien	136	2.3	1	0	0	9	100	0
saint-paul	Saint-Paul	137	2.3	1	0	nd	32	100	0
saint-pie	Saint-Pie	138	2.3	1	nd	nd	62	23	0
havelock	Havelock	139	2.3	1	0	566	4	0	0
sainte-sabine-brome-missisquoi	Sainte-Sabine	140	2.2	0	0	0	12	0	0
saint-bernard-de-michaudville	Saint-Bernard-de-Michaudville	141	2.3	1	nd	nd	12	100	0
crabtree	Crabtree	142	2.3	1	0	1830	1	100	0
coteau-du-lac	Coteau-du-Lac	143	2.3	1	0	3909	12	42	0
sainte-julienne	Sainte-Julienne	144	2.3	1	0	nd	18	33	0
farnham	Farnham	145	2.3	1	0	nd	3	100	0
saint-paul-dabbotsford	Saint-Paul-d'Abbotsford	146	2.3	1	0	nd	8	100	0
saint-clet	Saint-Clet	147	2.3	1	0	nd	0	0	0
saint-roch-de-richelieu	Saint-Roch-de-Richelieu	148	2.3	1	0	nd	16	100	0
saint-jude	Saint-Jude	149	2.3	1	nd	nd	4	100	0
noyan	Noyan	150	2.3	1	0	nd	0	0	0
ormstown	Ormstown	151	2.3	1	0	nd	7	100	0
ange-gardien	Ange-Gardien	152	2.3	1	0	1555	7	100	0
saint-ours	Saint-Ours	153	2.3	1	nd	nd	6	100	0
prevost	Prévost	154	2.3	1	0	nd	4	100	0
saint-stanislas-de-kostka	Saint-Stanislas-de-Kostka	155	2.3	1	nd	nd	8	100	0
saint-calixte	Saint-Calixte	156	2.3	1	0	nd	5	100	0
saint-barnabe-sud	Saint-Barnabé-Sud	157	2.3	1	nd	nd	0	0	0
notre-dame-de-stanbridge	Notre-Dame-de-Stanbridge	158	none	0	0	nd	nd	nd	0
franklin	Franklin	159	2.3	1	0	1371	2	0	0
saint-pierre	Saint-Pierre	160	2.3	1	0	nd	3	100	0
saint-liguori	Saint-Liguori	161	2.3	1	0	nd	0	0	0
saint-hippolyte	Saint-Hippolyte	162	2.3	1	0	nd	59	0	0
venise-en-quebec	Venise-en-Québec	163	2.3	1	0	nd	6	100	0
clarenceville	Clarenceville	164	2.3	1	0	1564	1	0	0
joliette	Joliette	165	2.3	1	0	7253	11	27	0
les-coteaux	Les Coteaux	166	2.3	1	0	2486	6	100	0
saint-dominique	Saint-Dominique	167	2.3	1	nd	nd	12	100	0
sainte-marthe	Sainte-Marthe	168	2.3	1	0	nd	0	0	0
pike-river	Pike River	169	2.3	1	0	nd	4	100	0
rigaud	Rigaud	170	2.3	1	0	nd	0	0	0
lanoraie	Lanoraie	171	2.3	1	0	3591	3	100	0
sainte-anne-des-lacs	Sainte-Anne-des-Lacs	172	2.3	1	0	nd	10	100	0
saint-andre-dargenteuil	Saint-André-d'Argenteuil	173	2.3	1	0	nd	24	100	0
lachute	Lachute	174	2.3	1	0	7243	16	25	0
saint-louis	Saint-Louis	175	2.3	1	nd	nd	4	75	0
saint-simon	Saint-Simon	176	2.3	1	nd	nd	5	100	0
saint-thomas	Saint-Thomas	177	2.3	1	nd	nd	2	100	0
gore	Gore	178	2.3	1	0	5016	7	100	0
stanbridge-station	Stanbridge Station	179	2.3	1	0	nd	0	0	0
saint-charles-borromee	Saint-Charles-Borromée	180	2.3	1	0	nd	6	100	0
saint-ignace-de-stanbridge	Saint-Ignace-de-Stanbridge	181	2.3	1	0	nd	0	0	0
mille-isles	Mille-Isles	182	2.3	1	0	nd	6	100	0
piedmont	Piedmont	183	2.3	1	0	nd	9	100	0
saint-alphonse-de-granby	Saint-Alphonse-de-Granby	184	2.3	1	nd	nd	0	0	0
saint-zotique	Saint-Zotique	185	2.3	1	0	nd	4	100	0
sainte-barbe	Sainte-Barbe	186	2.3	1	0	nd	13	100	0
bedford-brome-missisquoi-2	Bedford	187	2.3	1	0	0	7	100	0
bedford-brome-missisquoi	Bedford	188	2.3	1	0	0	6	100	0
notre-dame-des-prairies	Notre-Dame-des-Prairies	189	2.3	1	0	nd	10	100	0
pointe-fortune	Pointe-Fortune	190	2.3	1	0	nd	5	100	0
sainte-victoire-de-sorel	Sainte-Victoire-de-Sorel	191	2.3	1	nd	nd	2	100	0
saint-polycarpe	Saint-Polycarpe	192	2.3	1	0	nd	4	100	0
rawdon	Rawdon	193	2.3	1	0	nd	6	100	0
tres-saint-redempteur	Très-Saint-Rédempteur	194	2.3	1	0	nd	6	100	0
saint-sauveur	Saint-Sauveur	195	2.3	1	0	nd	10	100	0
sainte-cecile-de-milton	Sainte-Cécile-de-Milton	196	2.3	1	nd	nd	6	100	0
saint-liboire	Saint-Liboire	197	2.3	1	0	nd	10	90	0
saint-ambroise-de-kildare	Saint-Ambroise-de-Kildare	198	2.3	1	nd	nd	6	100	0
granby	Granby	199	2.3	1	0	25947	13	69	0
saint-hugues	Saint-Hugues	200	2.3	1	0	nd	12	100	0
hinchinbrooke	Hinchinbrooke	201	2.3	1	0	1911	7	100	0
saint-marcel-de-richelieu	Saint-Marcel-de-Richelieu	202	2.3	1	nd	nd	6	100	0
brigham	Brigham	203	2.3	1	0	1875	6	0	0
huntingdon	Huntingdon	204	2.3	1	0	1853	5	100	0
saint-valerien-de-milton	Saint-Valérien-de-Milton	205	2.3	1	0	nd	0	0	0
stanbridge-east	Stanbridge East	206	2.3	1	0	nd	4	100	0
sainte-elisabeth	Sainte-Élisabeth	207	2.3	1	0	nd	0	0	0
sorel-tracy	Sorel-Tracy	208	2.3	1	0	nd	9	100	0
saint-armand	Saint-Armand	209	2.3	1	0	nd	0	0	0
massueville	Massueville	210	none	0	0	nd	nd	nd	0
riviere-beaudette	Rivière-Beaudette	211	2.3	1	0	nd	2	100	0
notre-dame-de-lourdes-joliette	Notre-Dame-de-Lourdes	212	2.3	1	0	0	8	100	0
sainte-adele	Sainte-Adèle	213	2.3	1	0	nd	20	100	0
saint-aime	Saint-Aimé	214	2.3	1	nd	nd	1	0	0
sainte-justine-de-newton	Sainte-Justine-de-Newton	215	2.3	1	0	nd	4	100	0
saint-robert	Saint-Robert	216	2.3	1	0	nd	0	0	0
sainte-marcelline-de-kildare	Sainte-Marcelline-de-Kildare	217	2.3	1	0	nd	6	100	0
east-farnham	East Farnham	218	2.3	1	0	402	10	0	0
saint-telesphore	Saint-Télesphore	219	2.3	1	0	nd	0	0	0
saint-joseph-de-sorel	Saint-Joseph-de-Sorel	220	2.3	1	nd	nd	0	0	0
sainte-helene-de-bagot	Sainte-Hélène-de-Bagot	221	2.3	1	nd	nd	0	0	0
morin-heights	Morin-Heights	222	2.3	1	0	nd	0	0	0
sainte-genevieve-de-berthier	Sainte-Geneviève-de-Berthier	223	2.3	1	0	nd	0	0	0
wentworth	Wentworth	224	2.3	1	0	nd	6	100	0
esterel	Estérel	225	2.3	1	0	nd	8	100	0
cowansville	Cowansville	226	2.3	1	nd	6820	7	86	0
godmanchester	Godmanchester	227	2.3	1	0	813	4	0	0
upton	Upton	228	2.3	1	0	nd	7	100	0
brownsburg-chatham	Brownsburg-Chatham	229	2.3	1	0	4895	20	35	0
berthierville	Berthierville	230	2.3	1	0	1987	5	100	0
saint-ignace-de-loyola	Saint-Ignace-de-Loyola	231	2.3	1	0	nd	0	0	0
sainte-anne-de-sorel	Sainte-Anne-de-Sorel	232	2.3	1	nd	nd	33	100	0
sainte-melanie	Sainte-Mélanie	233	2.3	1	0	nd	9	100	0
bromont	Bromont	234	2.3	1	nd	7359	0	0	0
roxton-pond	Roxton Pond	235	2.3	1	nd	nd	2	0	0
sainte-marguerite-du-lac-masson	Sainte-Marguerite-du-Lac-Masson	236	2.3	1	0	nd	6	0	0
dunham	Dunham	237	2.3	1	0	2823	223	22	0
chertsey	Chertsey	238	2.3	1	0	nd	9	100	0
val-morin	Val-Morin	239	2.3	1	0	nd	0	0	0
saint-guillaume	Saint-Guillaume	240	2.2	0	nd	nd	12	0	0
saint-david	Saint-David	241	2.3	1	nd	nd	0	0	0
elgin	Elgin	242	2.3	1	0	521	3	100	0
saint-anicet	Saint-Anicet	243	2.2	0	0	nd	9	0	0
saint-eugene	Saint-Eugène	244	2.2	0	nd	nd	2	0	0
saint-felix-de-valois	Saint-Félix-de-Valois	245	2.3	1	0	nd	27	100	0
yamaska	Yamaska	246	2.3	1	nd	nd	14	0	0
saint-alphonse-rodriguez	Saint-Alphonse-Rodriguez	247	2.3	1	0	nd	3	100	0
saint-norbert	Saint-Norbert	248	2.3	1	0	nd	4	100	0
la-visitation-de-lile-dupas	La Visitation-de-l'Île-Dupas	249	none	0	0	843	nd	nd	0
entrelacs	Entrelacs	250	none	0	0	2564	nd	nd	0
wentworth-nord	Wentworth-Nord	251	2.3	1	0	nd	2	100	0
val-david	Val-David	252	2.3	1	0	nd	6	100	0
frelighsburg	Frelighsburg	253	2.3	1	0	986	7	100	0
saint-nazaire-dacton	Saint-Nazaire-d'Acton	254	2.3	1	0	nd	12	92	0
saint-adolphe-dhoward	Saint-Adolphe-d'Howard	255	2.3	1	0	nd	0	0	0
saint-gerard-majella	Saint-Gérard-Majella	256	2.3	1	0	nd	2	100	0
sainte-beatrix	Sainte-Béatrix	257	2.3	1	0	nd	4	0	0
acton-vale	Acton Vale	258	2.3	1	0	4273	10	100	0
shefford	Shefford	259	2.3	1	nd	nd	38	74	0
saint-cuthbert	Saint-Cuthbert	260	2.3	1	0	nd	8	100	0
saint-theodore-dacton	Saint-Théodore-d'Acton	261	2.3	1	0	nd	4	0	0
saint-joachim-de-shefford	Saint-Joachim-de-Shefford	262	2.3	1	nd	nd	6	100	0
roxton-falls	Roxton Falls	263	2.3	1	0	nd	6	100	0
grenville	Grenville	264	2.3	1	0	916	35	69	0
saint-edmond-de-grantham	Saint-Edmond-de-Grantham	265	2.3	1	nd	nd	0	0	0
saint-cleophas-de-brandon	Saint-Cléophas-de-Brandon	266	2.3	1	0	nd	3	0	0
roxton	Roxton	267	2.3	1	nd	nd	6	100	0
lac-des-seize-iles	Lac-des-Seize-Îles	268	2.3	1	0	711	2	100	0
saint-jean-de-matha	Saint-Jean-de-Matha	269	2.3	1	0	nd	12	100	0
saint-francois-du-lac	Saint-François-du-Lac	270	2.3	1	nd	nd	7	100	0
saint-barthelemy	Saint-Barthélemy	271	2.3	1	0	nd	5	20	0
waterloo	Waterloo	272	2.2	0	nd	nd	23	0	0
warden	Warden	273	2.3	1	nd	nd	6	100	0
lac-brome	Lac-Brome	274	2.3	1	nd	4365	8	25	0
saint-germain-de-grantham	Saint-Germain-de-Grantham	275	2.3	1	nd	nd	12	100	0
saint-pie-de-guire	Saint-Pie-de-Guire	276	2.3	1	nd	nd	5	100	0
sainte-agathe-des-monts	Sainte-Agathe-des-Monts	277	2.3	1	0	nd	2	100	0
brome	Brome	278	2.3	1	0	299	5	100	0
saint-bonaventure	Saint-Bonaventure	279	2.3	1	nd	nd	0	0	0
saint-come	Saint-Côme	280	2.3	1	0	nd	8	25	0
sainte-lucie-des-laurentides	Sainte-Lucie-des-Laurentides	281	2.3	1	0	nd	0	0	0
abercorn	Abercorn	282	2.3	1	0	455	13	100	0
dundee	Dundee	283	2.3	1	0	559	1	100	0
grenville-sur-la-rouge	Grenville-sur-la-Rouge	284	2.3	1	0	1415	10	100	0
wickham	Wickham	285	2.3	1	nd	nd	7	86	0
saint-gabriel-de-brandon	Saint-Gabriel-de-Brandon	286	2.3	1	0	nd	6	100	0
pierreville	Pierreville	287	2.3	1	nd	nd	6	67	0
montcalm	Montcalm	288	2.3	1	0	nd	12	100	0
ivry-sur-le-lac	Ivry-sur-le-Lac	289	2.3	1	0	1537	5	100	0
maskinonge	Maskinongé	290	2.3	1	0	nd	0	0	0
bethanie	Béthanie	291	none	0	0	333	nd	nd	0
sutton	Sutton	292	2.3	1	nd	nd	5	100	0
saint-majorique-de-grantham	Saint-Majorique-de-Grantham	293	2.3	1	nd	nd	0	0	0
notre-dame-de-la-merci	Notre-Dame-de-la-Merci	294	2.3	1	0	nd	6	100	0
sainte-christine	Sainte-Christine	295	2.3	1	nd	nd	1	100	0
lantier	Lantier	296	2.3	1	0	1941	7	100	0
sainte-anne-de-la-rochelle	Sainte-Anne-de-la-Rochelle	297	2.3	1	0	nd	3	100	0
saint-elphege	Saint-Elphège	298	2.3	1	nd	nd	0	0	0
saint-justin	Saint-Justin	299	2.3	1	0	nd	0	0	0
saint-gabriel	Saint-Gabriel	300	2.3	1	0	nd	7	43	0
stukely-sud	Stukely-Sud	301	2.3	1	0	nd	0	0	0
lefebvre	Lefebvre	302	none	0	nd	741	nd	nd	0
saint-damien	Saint-Damien	303	2.3	1	nd	nd	9	56	0
harrington	Harrington	304	2.3	1	0	986	6	100	0
bolton-ouest	Bolton-Ouest	305	2.3	1	0	1041	8	0	0
sainte-emelie-de-lenergie	Sainte-Émélie-de-l'Énergie	306	2.3	1	0	nd	0	0	0
barkmere	Barkmere	307	2.3	1	0	549	6	100	0
drummondville	Drummondville	308	2.3	1	0	30722	13	38	0
mont-blanc	Mont-Blanc	309	2.3	1	0	nd	12	42	0
valcourt-le-val-saint-francois	Valcourt	310	2.3	1	0	0	4	100	0
saint-didace	Saint-Didace	311	2.3	1	0	nd	0	0	0
lawrenceville	Lawrenceville	312	2.3	1	0	469	10	60	0
saint-zephirin-de-courval	Saint-Zéphirin-de-Courval	313	2.3	1	nd	nd	4	100	0
sainte-ursule	Sainte-Ursule	314	2.3	1	0	nd	4	100	0
arundel	Arundel	315	2.3	1	0	848	6	100	0
louiseville	Louiseville	316	2.3	1	0	4141	8	100	0
saint-etienne-de-bolton	Saint-Étienne-de-Bolton	317	2.3	1	0	nd	4	100	0
saint-edouard-de-maskinonge	Saint-Édouard-de-Maskinongé	318	2.3	1	0	nd	1	100	0
baie-du-febvre	Baie-du-Febvre	319	2.3	1	nd	929	4	0	0
valcourt-le-val-saint-francois-2	Valcourt	320	2.3	1	0	0	0	0	0
maricourt	Maricourt	321	2.3	1	0	nd	4	75	0
durham-sud	Durham-Sud	322	2.3	1	nd	774	0	0	0
bonsecours	Bonsecours	323	none	0	0	832	nd	nd	0
eastman	Eastman	324	2.3	1	0	4704	7	86	0
fassett	Fassett	325	2.3	1	0	596	4	0	0
saint-cyrille-de-wendover	Saint-Cyrille-de-Wendover	326	2.3	1	nd	nd	12	42	0
la-visitation-de-yamaska	La Visitation-de-Yamaska	327	none	0	nd	524	nd	nd	0
bolton-est	Bolton-Est	328	2.3	1	0	2105	10	100	0
huberdeau	Huberdeau	329	2.3	1	0	876	2	100	0
val-des-lacs	Val-des-Lacs	330	2.3	1	0	nd	7	100	0
lavenir	L'Avenir	331	2.3	1	nd	1093	11	100	0
sainte-brigitte-des-saults	Sainte-Brigitte-des-Saults	332	2.3	1	nd	nd	2	100	0
saint-leon-le-grand-maskinonge	Saint-Léon-le-Grand	333	2.3	1	0	0	9	100	0
notre-dame-de-bonsecours	Notre-Dame-de-Bonsecours	334	none	0	0	nd	nd	nd	0
sainte-angele-de-premont	Sainte-Angèle-de-Prémont	335	2.3	1	0	nd	3	100	0
saint-donat-matawinie	Saint-Donat	336	2.3	1	0	0	8	75	0
potton	Potton	337	2.3	1	nd	nd	18	61	0
ulverton	Ulverton	338	2.3	1	0	nd	0	0	0
boileau	Boileau	339	2.3	1	0	1251	105	17	0
racine	Racine	340	2.3	1	0	nd	9	100	0
brebeuf	Brébeuf	341	2.3	1	0	1105	8	100	0
notre-dame-du-bon-conseil-drummond-2	Notre-Dame-du-Bon-Conseil	342	2.3	1	0	0	3	100	0
yamachiche	Yamachiche	343	2.3	1	0	nd	3	100	0
mandeville	Mandeville	344	2.3	1	0	nd	7	100	0
austin	Austin	345	2.3	1	0	0	6	100	0
sainte-perpetue-nicolet-yamaska	Sainte-Perpétue	346	2.3	1	0	0	2	100	0
saint-severe	Saint-Sévère	347	2.3	1	0	nd	2	100	0
orford	Orford	348	2.3	1	nd	nd	12	67	0
sainte-monique-nicolet-yamaska	Sainte-Monique	349	2.3	1	0	0	1	100	0
nicolet	Nicolet	350	2.3	1	nd	nd	6	100	0
mont-tremblant	Mont-Tremblant	351	2.3	1	nd	nd	13	100	0
saint-benoit-du-lac	Saint-Benoît-du-Lac	352	2.3	1	0	nd	0	0	0
montebello	Montebello	353	2.3	1	0	nd	7	100	0
saint-lucien	Saint-Lucien	354	2.3	1	nd	nd	2	100	0
melbourne	Melbourne	355	2.3	1	0	nd	2	100	0
notre-dame-du-bon-conseil-drummond	Notre-Dame-du-Bon-Conseil	356	2.3	1	0	0	8	100	0
saint-paulin	Saint-Paulin	357	2.3	1	0	nd	5	0	0
amherst	Amherst	358	2.3	1	0	1833	3	100	0
kingsbury	Kingsbury	359	2.3	1	0	165	4	100	0
saint-felix-de-kingsey	Saint-Félix-de-Kingsey	360	2.3	1	nd	nd	4	100	0
saint-alexis-des-monts	Saint-Alexis-des-Monts	361	2.3	1	0	nd	1	100	0
grand-saint-esprit	Grand-Saint-Esprit	362	2.3	1	nd	348	4	100	0
richmond	Richmond	363	2.3	1	0	nd	7	100	0
saint-barnabe	Saint-Barnabé	364	2.3	1	nd	nd	3	100	0
namur	Namur	365	none	0	nd	nd	nd	nd	0
magog	Magog	366	2.3	1	nd	nd	0	0	0
lac-superieur	Lac-Supérieur	367	2.3	1	0	66	14	14	0
papineauville	Papineauville	368	none	0	nd	nd	nd	nd	0
notre-dame-de-la-paix	Notre-Dame-de-la-Paix	369	2.3	1	nd	nd	6	100	0
saint-leonard-daston	Saint-Léonard-d'Aston	370	2.3	1	nd	nd	3	100	0
stanstead-memphremagog	Stanstead	371	2.3	1	0	0	8	100	0
