slug	name	priorityRank	graph_version	v23	zones_geo	lots_geo	signaux	citations_pct	focus30
eeyou-istchee-james-bay	Eeyou Istchee James Bay	1083	none	0	0	0	nd	nd	0
sept-iles	Sept-Îles	1084	2.3	1	0	nd	9	100	0
perce	Percé	1085	2.3	1	0	nd	0	0	0
gaspe	Gaspé	1086	2.3	1	0	1614	9	56	0
riviere-au-tonnerre	Rivière-au-Tonnerre	1087	2.3	1	0	nd	4	100	0
riviere-saint-jean	Rivière-Saint-Jean	1088	2.3	1	0	nd	4	100	0
longue-pointe-de-mingan	Longue-Pointe-de-Mingan	1089	none	0	0	39	nd	nd	0
lile-danticosti	L'Île-d'Anticosti	1090	2.3	1	0	0	3	100	0
les-iles-de-la-madeleine	Les Îles-de-la-Madeleine	1091	2.3	1	nd	3932	5	100	0
havre-saint-pierre	Havre-Saint-Pierre	1092	2.3	1	0	0	8	75	0
fermont	Fermont	1093	2.3	1	0	nd	7	86	0
grosse-ile	Grosse-Île	1094	none	0	0	760	nd	nd	0
baie-johan-beetz	Baie-Johan-Beetz	1095	none	0	0	133	nd	nd	0
aguanish	Aguanish	1096	2.3	1	0	0	2	50	0
natashquan	Natashquan	1097	2.3	1	0	nd	2	100	0
caniapiscau	Caniapiscau	1098	none	0	0	nd	nd	nd	0
schefferville	Schefferville	1099	2.3	1	0	nd	0	0	0
cote-nord-du-golfe-du-saint-laurent	Côte-Nord-du-Golfe-du-Saint-Laurent	1100	none	0	0	0	nd	nd	0
gros-mecatina	Gros-Mécatina	1101	none	0	0	11	nd	nd	0
saint-augustin-le-golfe-du-saint-laurent	Saint-Augustin	1102	2.3	1	0	0	0	0	0
bonne-esperance	Bonne-Espérance	1103	none	0	0	525	nd	nd	0
blanc-sablon	Blanc-Sablon	1104	2.3	1	0	169	0	0	0
