slug	name	priorityRank	graph_version
frampton	Frampton	690	2.3
lac-beauport	Lac-Beauport	691	2.3
sainte-petronille	Sainte-Pétronille	692	2.3
portage-du-fort	Portage-du-Fort	693	2.3
sainte-claire	Sainte-Claire	694	2.3
honfleur	Honfleur	695	none
boischatel	Boischatel	696	2.3
saint-odilon-de-cranbourne	Saint-Odilon-de-Cranbourne	697	2.3
lile-du-grand-calumet	L'Île-du-Grand-Calumet	698	2.3
saint-philibert	Saint-Philibert	699	2.3
saint-come-liniere	Saint-Come-Liniere	700	2.3
stoneham-et-tewkesbury	Stoneham-et-Tewkesbury	701	2.3
saint-charles-de-bellechasse	Saint-Charles-de-Bellechasse	702	2.3
saint-benjamin	Saint-Benjamin	703	2.3
saint-malachie	Saint-Malachie	704	2.3
beaumont	Beaumont	705	none
lange-gardien-la-cote-de-beaupre	L'Ange-Gardien	706	2.3
saint-pierre-de-lile-dorleans	Saint-Pierre-de-l'Île-d'Orléans	707	2.3
saint-gervais	Saint-Gervais	708	2.3
saint-laurent-de-lile-dorleans	Saint-Laurent-de-l'Île-d'Orléans	709	2.3
fort-coulonge	Fort-Coulonge	710	none
saint-theophile	Saint-Théophile	711	2.3
sainte-brigitte-de-laval	Sainte-Brigitte-de-Laval	712	2.3
saint-lazare-de-bellechasse	Saint-Lazare-de-Bellechasse	713	2.3
mansfield-et-pontefract	Mansfield-et-Pontefract	714	none
saint-prosper	Saint-Prosper	715	2.3
saint-leon-de-standon	Saint-Léon-de-Standon	716	2.3
saint-nazaire-de-dorchester	Saint-Nazaire-de-Dorchester	717	2.3
lac-edouard	Lac-Édouard	718	2.3
la-durantaye	La Durantaye	719	none
saint-michel-de-bellechasse	Saint-Michel-de-Bellechasse	720	2.3
chateau-richer	Château-Richer	721	none
lac-etchemin	Lac-Etchemin	722	2.3
saint-damien-de-buckland	Saint-Damien-de-Buckland	723	2.3
saint-neree-de-bellechasse	Saint-Nérée-de-Bellechasse	724	2.3
saint-zacharie	Saint-Zacharie	725	2.3
sainte-famille-de-lile-dorleans	Sainte-Famille-de-l'Île-d'Orléans	726	2.3
sainte-rose-de-watford	Sainte-Rose-de-Watford	727	2.3
sainte-aurelie	Sainte-Aurélie	728	2.3
saint-jean-de-lile-dorleans	Saint-Jean-de-l'Île-d'Orléans	729	2.3
saint-raphael	Saint-Raphaël	730	2.3
saint-vallier	Saint-Vallier	731	2.3
notre-dame-auxiliatrice-de-buckland	Notre-Dame-Auxiliatrice-de-Buckland	732	none
saint-luc-de-bellechasse	Saint-Luc-de-Bellechasse	733	2.3
sainte-anne-de-beaupre	Sainte-Anne-de-Beaupré	734	2.3
saint-louis-de-gonzague-les-etchemins	Saint-Louis-de-Gonzague	735	2.3
waltham	Waltham	736	2.3
beaupre	Beaupré	737	2.3
saint-francois-de-la-riviere-du-sud	Saint-François-de-la-Rivière-du-Sud	738	2.3
sainte-justine	Sainte-Justine	739	2.3
armagh	Armagh	740	2.3
berthier-sur-mer	Berthier-sur-Mer	741	2.3
saint-francois-de-lile-dorleans	Saint-François-de-l'Île-d'Orléans	742	2.3
sainte-sabine-les-etchemins	Sainte-Sabine	743	2.3
lisle-aux-allumettes	L'Isle-aux-Allumettes	744	none
saint-cyprien-les-etchemins	Saint-Cyprien	745	2.3
saint-philemon	Saint-Philémon	746	2.3
saint-louis-de-gonzague-du-cap-tourmente	Saint-Louis-de-Gonzague-du-Cap-Tourmente	747	2.3
saint-pierre-de-la-riviere-du-sud	Saint-Pierre-de-la-Rivière-du-Sud	748	2.3
saint-ferreol-les-neiges	Saint-Ferréol-les-Neiges	749	2.3
saint-joachim	Saint-Joachim	750	2.3
sainte-euphemie-sur-riviere-du-sud	Sainte-Euphémie-sur-Rivière-du-Sud	751	2.3
saint-magloire	Saint-Magloire	752	2.3
chichester	Chichester	753	none
montmagny	Montmagny	754	2.3
saint-camille-de-lellis	Saint-Camille-de-Lellis	755	2.3
saint-paul-de-montminy	Saint-Paul-de-Montminy	756	2.3
saint-tite-des-caps	Saint-Tite-des-Caps	757	2.3
notre-dame-du-rosaire	Notre-Dame-du-Rosaire	758	2.3
la-tuque	La Tuque	759	2.3
saint-antoine-de-lisle-aux-grues	Saint-Antoine-de-l'Isle-aux-Grues	760	2.3
saint-just-de-bretenieres	Saint-Just-de-Bretenières	761	2.3
saint-fabien-de-panet	Saint-Fabien-de-Panet	762	2.3
cap-saint-ignace	Cap-Saint-Ignace	763	2.3
sainte-apolline-de-patton	Sainte-Apolline-de-Patton	764	2.3
sheenboro	Sheenboro	765	2.3
lac-frontiere	Lac-Frontière	766	2.3
petite-riviere-saint-francois	Petite-Rivière-Saint-François	767	2.3
sainte-lucie-de-beauregard	Sainte-Lucie-de-Beauregard	768	2.3
lislet	L'Islet	769	2.3
saint-cyrille-de-lessard	Saint-Cyrille-de-Lessard	770	2.3
baie-saint-paul	Baie-Saint-Paul	771	2.3
saint-marcel	Saint-Marcel	772	2.3
lac-bouchette	Lac-Bouchette	773	2.3
saint-adalbert	Saint-Adalbert	774	2.3
saint-jean-port-joli	Saint-Jean-Port-Joli	775	2.3
saint-aubert	Saint-Aubert	776	2.3
lisle-aux-coudres	L'Isle-aux-Coudres	777	2.3
sainte-felicite-lislet	Sainte-Félicité	778	2.3
saint-urbain	Saint-Urbain	779	2.3
tourville	Tourville	780	2.3
saint-roch-des-aulnaies	Saint-Roch-des-Aulnaies	781	2.3
saint-damase-de-lislet	Saint-Damase-de-L'Islet	782	2.3
sainte-louise	Sainte-Louise	783	2.3
saint-francois-de-sales	Saint-François-de-Sales	784	2.3
saint-pamphile	Saint-Pamphile	785	2.3
rapides-des-joachims	Rapides-des-Joachims	786	none
sainte-perpetue-lislet	Sainte-Perpétue	787	2.3
les-eboulements	Les Éboulements	788	2.3
sainte-hedwidge	Sainte-Hedwidge	789	2.3
saint-hilarion	Saint-Hilarion	790	2.3
saint-andre-du-lac-saint-jean	Saint-André-du-Lac-Saint-Jean	791	2.3
notre-dame-des-monts	Notre-Dame-des-Monts	792	2.3
la-pocatiere	La Pocatière	793	2.3
saint-omer	Saint-Omer	794	2.3
sainte-anne-de-la-pocatiere	Sainte-Anne-de-la-Pocatière	795	2.3
saint-onesime-dixworth	Saint-Onésime-d'Ixworth	796	2.3
saint-irenee	Saint-Irénée	797	2.3
chambord	Chambord	798	none
desbiens	Desbiens	799	2.3
metabetchouan-lac-a-la-croix	Métabetchouan-Lac-à-la-Croix	800	2.3
roberval	Roberval	801	none
saint-aime-des-lacs	Saint-Aimé-des-Lacs	802	2.3
hebertville	Hébertville	803	2.3
riviere-ouelle	Rivière-Ouelle	804	2.3
saint-pacome	Saint-Pacôme	805	2.3
saint-gabriel-lalemant	Saint-Gabriel-Lalemant	806	2.3
clermont-charlevoix-est	Clermont	807	2.3
saint-prime	Saint-Prime	808	2.3
saint-denis-de-la-bouteillerie	Saint-Denis-De La Bouteillerie	809	2.3
saint-philippe-de-neri	Saint-Philippe-de-Néri	810	2.3
mont-carmel	Mont-Carmel	811	2.3
hebertville-station	Hébertville-Station	812	2.3
ferland-et-boilleau	Ferland-et-Boilleau	813	2.3
la-malbaie	La Malbaie	814	none
saint-gedeon	Saint-Gédéon	815	2.3
saint-bruno	Saint-Bruno	816	2.3
kamouraska	Kamouraska	817	2.3
larouche	Larouche	818	2.3
la-dore	La Doré	819	2.3
saint-felicien	Saint-Félicien	820	2.3
saint-pascal	Saint-Pascal	821	2.3
saint-bruno-de-kamouraska	Saint-Bruno-de-Kamouraska	822	2.3
saguenay	Saguenay	823	2.3
saint-germain-de-kamouraska	Saint-Germain-de-Kamouraska	824	2.3
alma	Alma	825	2.3
saint-charles-de-bourget	Saint-Charles-de-Bourget	826	2.3
sainte-helene-de-kamouraska	Sainte-Hélène-de-Kamouraska	827	2.3
saint-nazaire	Saint-Nazaire	828	2.3
saint-henri-de-taillon	Saint-Henri-de-Taillon	829	2.3
normandin	Normandin	830	2.3
lanse-saint-jean	L'Anse-Saint-Jean	831	2.3
saint-ambroise	Saint-Ambroise	832	2.3
saint-joseph-de-kamouraska	Saint-Joseph-de-Kamouraska	833	2.3
saint-athanase	Saint-Athanase	834	2.3
saint-andre-de-kamouraska	Saint-André-de-Kamouraska	835	2.3
saint-felix-dotis	Saint-Félix-d'Otis	836	2.3
peribonka	Péribonka	837	none
riviere-eternite	Rivière-Éternité	838	none
lascension-de-notre-seigneur	L'Ascension-de-Notre-Seigneur	839	2.3
dolbeau-mistassini	Dolbeau-Mistassini	840	2.3
sainte-monique-lac-saint-jean-est	Sainte-Monique	841	2.3
saint-honore	Saint-Honoré	842	2.3
saint-augustin-maria-chapdelaine	Saint-Augustin	843	2.3
saint-simeon-charlevoix-est	Saint-Siméon	844	2.3
saint-thomas-didyme	Saint-Thomas-Didyme	845	2.3
saint-alexandre-de-kamouraska	Saint-Alexandre-de-Kamouraska	846	2.3
labrecque	Labrecque	847	2.3
albanel	Albanel	848	2.3
saint-edmond-les-plaines	Saint-Edmond-les-Plaines	849	2.3
notre-dame-du-portage	Notre-Dame-du-Portage	850	2.3
saint-fulgence	Saint-Fulgence	851	2.3
sainte-rose-du-nord	Sainte-Rose-du-Nord	852	2.3
begin	Bégin	853	2.3
sainte-jeanne-darc-maria-chapdelaine	Sainte-Jeanne-d'Arc	854	2.3
pohenegamook	Pohénégamook	855	none
saint-eugene-dargentenay	Saint-Eugène-d'Argentenay	856	2.3
saint-david-de-falardeau	Saint-David-de-Falardeau	857	2.3
girardville	Girardville	858	2.3
petit-saguenay	Petit-Saguenay	859	2.3
lamarche	Lamarche	860	2.3
saint-ludger-de-milot	Saint-Ludger-de-Milot	861	2.3
saint-antonin	Saint-Antonin	862	2.3
riviere-du-loup	Rivière-du-Loup	863	2.3
baie-sainte-catherine	Baie-Sainte-Catherine	864	2.3
saint-stanislas-maria-chapdelaine	Saint-Stanislas	865	2.3
riviere-bleue	Rivière-Bleue	866	2.3
notre-dame-de-lorette	Notre-Dame-de-Lorette	867	2.3
saint-modeste	Saint-Modeste	868	2.3
cacouna	Cacouna	869	none
saint-honore-de-temiscouata	Saint-Honoré-de-Témiscouata	870	2.3
saint-elzear-de-temiscouata	Saint-Elzéar-de-Témiscouata	871	2.3
saint-arsene	Saint-Arsène	872	2.3
sacre-coeur	Sacré-Coeur	873	2.3
saint-marc-du-lac-long	Saint-Marc-du-Lac-Long	874	2.3
val-dor	Val-d'Or	875	2.3
saint-francois-xavier-de-viger	Saint-François-Xavier-de-Viger	876	2.3
tadoussac	Tadoussac	877	2.3
saint-epiphane	Saint-Épiphane	878	2.3
saint-hubert-de-riviere-du-loup	Saint-Hubert-de-Rivière-du-Loup	879	2.3
notre-dame-des-sept-douleurs	Notre-Dame-des-Sept-Douleurs	880	2.3
saint-eusebe	Saint-Eusèbe	881	2.3
saint-louis-du-ha-ha	Saint-Louis-du-Ha! Ha!	882	2.3
senneterre-la-vallee-de-lor	Senneterre	883	2.3
packington	Packington	884	2.3
senneterre-la-vallee-de-lor-2	Senneterre	885	2.3
lisle-verte	L'Isle-Verte	886	none
saint-jean-de-la-lande	Saint-Jean-de-la-Lande	887	2.3
saint-paul-de-la-croix	Saint-Paul-de-la-Croix	888	2.3
temiscouata-sur-le-lac	Témiscouata-sur-le-Lac	889	2.3
saint-pierre-de-lamy	Saint-Pierre-de-Lamy	890	2.3
saint-clement	Saint-Clément	891	2.3
les-bergeronnes	Les Bergeronnes	892	none
saint-eloi	Saint-Éloi	893	2.3
belcourt	Belcourt	894	none
temiscaming	Témiscaming	895	2.3
saint-cyprien-riviere-du-loup	Saint-Cyprien	896	2.3
saint-juste-du-lac	Saint-Juste-du-Lac	897	2.3
kipawa	Kipawa	898	none
trois-pistoles	Trois-Pistoles	899	2.3
notre-dame-des-neiges	Notre-Dame-des-Neiges	900	2.3
saint-jean-de-dieu	Saint-Jean-de-Dieu	901	2.3
belleterre	Belleterre	902	none
sainte-francoise-les-basques	Sainte-Françoise	903	2.3
sainte-rita	Sainte-Rita	904	2.3
degelis	Dégelis	905	2.3
auclair	Auclair	906	2.3
barraute	Barraute	907	2.3
champneuf	Champneuf	908	2.3
laforce	Laforce	909	2.3
saint-michel-du-squatec	Saint-Michel-du-Squatec	910	2.3
les-escoumins	Les Escoumins	911	2.3
malartic	Malartic	912	none
la-corne	La Corne	913	2.3
saint-simon-de-rimouski	Saint-Simon-de-Rimouski	914	2.3
saint-medard	Saint-Médard	915	2.3
saint-mathieu-de-rioux	Saint-Mathieu-de-Rioux	916	2.3
lejeune	Lejeune	917	2.3
riviere-heva	Rivière-Héva	918	2.3
saint-guy	Saint-Guy	919	2.3
lac-des-aigles	Lac-des-Aigles	920	2.3
latulipe-et-gaboury	Latulipe-et-Gaboury	921	2.3
bearn	Béarn	922	2.3
biencourt	Biencourt	923	2.3
moffet	Moffet	924	none
la-morandiere-rochebaucourt	La Morandière-Rochebaucourt	925	2.3
longue-rive	Longue-Rive	926	2.3
la-motte	La Motte	927	2.3
lebel-sur-quevillon	Lebel-sur-Quévillon	928	2.3
saint-fabien	Saint-Fabien	929	2.2
saint-marc-de-figuery	Saint-Marc-de-Figuery	930	2.2
landrienne	Landrienne	931	none
saint-eugene-de-ladriere	Saint-Eugène-de-Ladrière	932	2.2
esprit-saint	Esprit-Saint	933	2.3
fugereville	Fugèreville	934	none
saint-mathieu-dharricana	Saint-Mathieu-d'Harricana	935	2.3
amos	Amos	936	2.3
saint-edouard-de-fabre	Saint-Édouard-de-Fabre	937	2.3
portneuf-sur-mer	Portneuf-sur-Mer	938	none
remigny	Rémigny	939	2.3
laverlochere-angliers	Laverlochère-Angliers	940	2.3
chapais	Chapais	941	none
preissac	Preissac	942	2.3
lorrainville	Lorrainville	943	2.3
saint-valerien	Saint-Valérien	944	2.3
la-trinite-des-monts	La Trinité-des-Monts	945	2.3
chibougamau	Chibougamau	946	2.3
saint-felix-de-dalquier	Saint-Félix-de-Dalquier	947	2.3
saint-narcisse-de-rimouski	Saint-Narcisse-de-Rimouski	948	2.3
ville-marie	Ville-Marie	949	2.3
forestville	Forestville	950	2.3
rimouski	Rimouski	951	2.3
duhamel-ouest	Duhamel-Ouest	952	none
saint-eugene-de-guigues	Saint-Eugène-de-Guigues	953	2.3
guerin	Guérin	954	none
rouyn-noranda	Rouyn-Noranda	955	2.3
saint-dominique-du-rosaire	Saint-Dominique-du-Rosaire	956	2.2
sainte-gertrude-manneville	Sainte-Gertrude-Manneville	957	2.3
trecesson	Trécesson	958	2.3
saint-bruno-de-guigues	Saint-Bruno-de-Guigues	959	2.3
notre-dame-du-nord	Notre-Dame-du-Nord	960	none
nedelec	Nédélec	961	2.3
saint-marcellin	Saint-Marcellin	962	2.3
saint-anaclet-de-lessard	Saint-Anaclet-de-Lessard	963	2.3
launay	Launay	964	2.3
colombier	Colombier	965	none
berry	Berry	966	2.3
sainte-luce	Sainte-Luce	967	2.3
saint-gabriel-de-rimouski	Saint-Gabriel-de-Rimouski	968	2.3
les-hauteurs	Les Hauteurs	969	none
saint-donat-la-mitis	Saint-Donat	970	2.3
saint-charles-garnier	Saint-Charles-Garnier	971	2.3
taschereau	Taschereau	972	2.3
saint-joseph-de-lepage	Saint-Joseph-de-Lepage	973	2.3
sainte-flavie	Sainte-Flavie	974	2.3
mont-joli	Mont-Joli	975	2.3
sainte-angele-de-merici	Sainte-Angèle-de-Mérici	976	2.3
authier	Authier	977	2.3
sainte-jeanne-darc-la-mitis	Sainte-Jeanne-d'Arc	978	2.3
price	Price	979	none
poularies	Poularies	980	2.3
la-redemption	La Rédemption	981	2.3
duparquet	Duparquet	982	2.3
grand-metis	Grand-Métis	983	2.3
saint-octave-de-metis	Saint-Octave-de-Métis	984	2.3
sainte-germaine-boule	Sainte-Germaine-Boulé	985	2.3
padoue	Padoue	986	none
metis-sur-mer	Métis-sur-Mer	987	2.3
saint-moise	Saint-Moïse	988	2.3
authier-nord	Authier-Nord	989	2.3
ragueneau	Ragueneau	990	2.3
saint-zenon-du-lac-humqui	Saint-Zénon-du-Lac-Humqui	991	2.3
macamic	Macamic	992	2.3
lascension-de-patapedia	L'Ascension-de-Patapédia	993	none
rapide-danseur	Rapide-Danseur	994	2.3
palmarolle	Palmarolle	995	2.3
saint-cleophas	Saint-Cléophas	996	2.3
saint-noel	Saint-Noël	997	2.3
gallichan	Gallichan	998	2.3
sainte-irene	Sainte-Irène	999	2.3
chazel	Chazel	1000	2.3
pointe-aux-outardes	Pointe-aux-Outardes	1001	2.3
saint-leon-le-grand-la-matapedia	Saint-Léon-le-Grand	1002	2.3
saint-damase-la-matapedia	Saint-Damase	1003	2.3
baie-des-sables	Baie-des-Sables	1004	2.3
saint-francois-dassise	Saint-François-d'Assise	1005	2.3
chute-aux-outardes	Chute-aux-Outardes	1006	none
matagami	Matagami	1007	2.3
sayabec	Sayabec	1008	2.3
roquemaure	Roquemaure	1009	2.3
sainte-helene-de-mancebourg	Sainte-Hélène-de-Mancebourg	1010	2.3
la-sarre	La Sarre	1011	2.3
val-brillant	Val-Brillant	1012	2.3
albertville	Albertville	1013	2.3
saint-alexis-de-matapedia	Saint-Alexis-de-Matapédia	1014	2.3
clermont-abitibi-ouest	Clermont	1015	2.3
pointe-lebel	Pointe-Lebel	1016	none
val-saint-gilles	Val-Saint-Gilles	1017	2.3
lac-au-saumon	Lac-au-Saumon	1018	2.3
amqui	Amqui	1019	none
sainte-florence	Sainte-Florence	1020	2.3
clerval	Clerval	1021	2.3
saint-ulric	Saint-Ulric	1022	2.3
matapedia	Matapédia	1023	none
dupuy	Dupuy	1024	2.3
saint-leandre	Saint-Léandre	1025	2.3
saint-andre-de-restigouche	Saint-André-de-Restigouche	1026	2.3
sainte-paule	Sainte-Paule	1027	2.3
causapscal	Causapscal	1028	2.3
baie-comeau	Baie-Comeau	1029	2.3
saint-vianney	Saint-Vianney	1030	2.3
saint-alexandre-des-lacs	Saint-Alexandre-des-Lacs	1031	2.3
saint-tharcisius	Saint-Tharcisius	1032	2.3
la-reine	La Reine	1033	none
normetal	Normétal	1034	2.3
sainte-marguerite-marie	Sainte-Marguerite-Marie	1035	2.3
ristigouche-sud-est	Ristigouche-Sud-Est	1036	none
saint-lambert-abitibi-ouest	Saint-Lambert	1037	2.3
matane	Matane	1038	2.3
saint-rene-de-matane	Saint-René-de-Matane	1039	2.3
pointe-a-la-croix	Pointe-à-la-Croix	1040	none
saint-adelme	Saint-Adelme	1041	2.3
sainte-felicite-la-matanie	Sainte-Félicité	1042	2.3
franquelin	Franquelin	1043	none
escuminac	Escuminac	1044	none
saint-jean-de-cherbourg	Saint-Jean-de-Cherbourg	1045	2.3
grosses-roches	Grosses-Roches	1046	2.3
nouvelle	Nouvelle	1047	2.3
godbout	Godbout	1048	2.3
les-mechins	Les Méchins	1049	none
carleton-sur-mer	Carleton-sur-Mer	1050	2.3
baie-trinite	Baie-Trinité	1051	2.3
maria	Maria	1052	none
cap-chat	Cap-Chat	1053	2.3
cascapedia-saint-jules	Cascapedia-Saint-Jules	1054	none
new-richmond	New Richmond	1055	none
caplan	Caplan	1056	2.3
sainte-anne-des-monts	Sainte-Anne-des-Monts	1057	2.3
saint-alphonse	Saint-Alphonse	1058	2.3
saint-simeon-bonaventure	Saint-Siméon	1059	2.3
bonaventure	Bonaventure	1060	2.3
port-cartier	Port-Cartier	1061	2.3
saint-elzear-bonaventure	Saint-Elzéar	1062	2.3
new-carlisle	New Carlisle	1063	2.3
la-martre	La Martre	1064	2.3
paspebiac	Paspébiac	1065	2.3
marsoui	Marsoui	1066	2.3
hope	Hope	1067	2.3
hope-town	Hope Town	1068	2.3
saint-godefroi	Saint-Godefroi	1069	2.3
riviere-a-claude	Rivière-à-Claude	1070	2.3
shigawake	Shigawake	1071	2.3
mont-saint-pierre	Mont-Saint-Pierre	1072	2.3
port-daniel-gascons	Port-Daniel-Gascons	1073	2.3
murdochville	Murdochville	1074	2.3
saint-maxime-du-mont-louis	Saint-Maxime-du-Mont-Louis	1075	2.3
chandler	Chandler	1076	2.3
sainte-madeleine-de-la-riviere-madeleine	Sainte-Madeleine-de-la-Rivière-Madeleine	1077	2.3
grande-vallee	Grande-Vallée	1078	2.3
grande-riviere	Grande-Rivière	1079	2.3
petite-vallee	Petite-Vallée	1080	none
sainte-therese-de-gaspe	Sainte-Thérèse-de-Gaspé	1081	2.3
cloridorme	Cloridorme	1082	2.3
eeyou-istchee-james-bay	Eeyou Istchee James Bay	1083	none
sept-iles	Sept-Îles	1084	2.3
perce	Percé	1085	2.3
gaspe	Gaspé	1086	2.3
riviere-au-tonnerre	Rivière-au-Tonnerre	1087	2.3
riviere-saint-jean	Rivière-Saint-Jean	1088	2.3
longue-pointe-de-mingan	Longue-Pointe-de-Mingan	1089	none
lile-danticosti	L'Île-d'Anticosti	1090	2.3
les-iles-de-la-madeleine	Les Îles-de-la-Madeleine	1091	2.3
havre-saint-pierre	Havre-Saint-Pierre	1092	2.3
fermont	Fermont	1093	2.3
grosse-ile	Grosse-Île	1094	none
baie-johan-beetz	Baie-Johan-Beetz	1095	none
aguanish	Aguanish	1096	2.3
natashquan	Natashquan	1097	2.3
caniapiscau	Caniapiscau	1098	none
schefferville	Schefferville	1099	2.3
cote-nord-du-golfe-du-saint-laurent	Côte-Nord-du-Golfe-du-Saint-Laurent	1100	none
gros-mecatina	Gros-Mécatina	1101	none
saint-augustin-le-golfe-du-saint-laurent	Saint-Augustin	1102	2.3
bonne-esperance	Bonne-Espérance	1103	none
blanc-sablon	Blanc-Sablon	1104	2.3
